Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
4204358,Fruit and nuts - Stone fruit - Cherries,18359619.79,^,16509670.29,^,1,New South Wales
4204358,Fruit and nuts - Stone fruit - Cherries,76141512.08,,68731318.18,,2,Victoria
4204358,Fruit and nuts - Stone fruit - Cherries,30623.52,*,26493.71,*,3,Queensland
4204358,Fruit and nuts - Stone fruit - Cherries,8928506.71,,7937758.37,,4,South Australia
4204358,Fruit and nuts - Stone fruit - Cherries,788891.76,*,690403.35,*,5,Western Australia
4204358,Fruit and nuts - Stone fruit - Cherries,69639434.49,,64668163.89,,6,Tasmania
4204358,Fruit and nuts - Stone fruit - Cherries,136986.61,,123183.59,,8,Australian Capital Territory
