Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
4203958,Fruit and nuts - Stone fruit - Apricots,86729.73,*,73900.64,*,1,New South Wales
4203958,Fruit and nuts - Stone fruit - Apricots,3252070.17,^,3154331.22,^,2,Victoria
4203958,Fruit and nuts - Stone fruit - Apricots,97131.33,^,84504.28,^,3,Queensland
4203958,Fruit and nuts - Stone fruit - Apricots,1551635.21,^,1298560.66,^,4,South Australia
4203958,Fruit and nuts - Stone fruit - Apricots,411502.6,*,340713.45,*,5,Western Australia
4203958,Fruit and nuts - Stone fruit - Apricots,1601379.32,,1317026.41,,6,Tasmania
