Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,State_Code,State,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,32070105.01,^,31116012.24,^,Broadacre crops,Other oilseeds,1,New South Wales,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,2825247.87,^,2741196.12,^,Broadacre crops,Other oilseeds,2,Victoria,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,9157511.61,^,8885073.6,^,Broadacre crops,Other oilseeds,3,Queensland,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,503832.98,**,488843.84,**,Broadacre crops,Other oilseeds,4,South Australia,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,934510.57,*,906708.67,*,Broadacre crops,Other oilseeds,5,Western Australia,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,2879665.09,*,2793994.41,*,Broadacre crops,Other oilseeds,6,Tasmania,,,
1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,3449.23,*,3346.62,*,Broadacre crops,Other oilseeds,7,Northern Territory,,,
