Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,State_Code,State,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1902158,Broadacre crops - Non-cereal crops - Sugar cane - Cut for crushing,97194976.2,^,83044149.3,^,Broadacre crops,Cut for crushing,1,New South Wales,,,
1902158,Broadacre crops - Non-cereal crops - Sugar cane - Cut for crushing,1527260634,,1505246066,,Broadacre crops,Cut for crushing,3,Queensland,,,
