Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors,State_Code,State
LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"56,923",,694,,9991,New South Wales and Australian Capital Territory
LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"53,720",,589,,9992,Victoria
LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"11,958",,139,,9993,Queensland
LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"62,187",,234,,9994,South Australia
LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"18,235",,116,,9995,Western Australia
LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"1,479",,62,,9996,Tasmania
LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),227,,3,,9997,Northern Territory
