Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
3308158,Hay - Other crops cut for hay,11841466.91,^,11841466.91,^,1,New South Wales
3308158,Hay - Other crops cut for hay,40611109.27,^,40611109.27,^,2,Victoria
3308158,Hay - Other crops cut for hay,17511760.79,*,17511760.79,*,3,Queensland
3308158,Hay - Other crops cut for hay,19000505.81,^,19000505.81,^,4,South Australia
3308158,Hay - Other crops cut for hay,12777706.83,^,12777706.83,^,5,Western Australia
3308158,Hay - Other crops cut for hay,1652809.31,^,1652809.31,^,6,Tasmania
3308158,Hay - Other crops cut for hay,1993080.17,^,1993080.17,^,7,Northern Territory
