Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,Commodity,Commodity subcategory,SA4,SA4 name,Local value($),Local value($) - Relative Standard Errors,Gross value ($) - Relative Standard Errors
1901916,Broadacre crops - Non-cereal crops - Other pulses,2103161.71,**,2009321.45,**,Broadacre crops,Other pulses,101,Capital Region,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,28446486.29,^,27177242.15,^,Broadacre crops,Other pulses,103,Central West,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,10527.19,**,10057.48,**,Broadacre crops,Other pulses,104,Coffs Harbour - Grafton,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,244156609.6,,233262668.5,,Broadacre crops,Other pulses,105,Far West and Orana,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,30930475.67,^,29550399.24,^,Broadacre crops,Other pulses,109,Murray,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,447623220.6,,427650871.6,,Broadacre crops,Other pulses,110,New England and North West,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,51426.57,^,49131.98,^,Broadacre crops,Other pulses,112,Richmond - Tweed,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,62954572.72,,60145623.95,,Broadacre crops,Other pulses,113,Riverina,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,73202.8,**,69936.59,**,Broadacre crops,Other pulses,114,Southern Highlands and Shoalhaven,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,45642.01,,43605.52,,Broadacre crops,Other pulses,127,Sydney - South West,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,17125129.91,*,16238651.34,*,Broadacre crops,Other pulses,201,Ballarat,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,8537326.47,*,8095393.65,*,Broadacre crops,Other pulses,202,Bendigo,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,5353611.47,*,5076482.95,*,Broadacre crops,Other pulses,203,Geelong,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,914446.16,*,867110.06,*,Broadacre crops,Other pulses,204,Hume,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,958070.83,**,908476.5,**,Broadacre crops,Other pulses,205,Latrobe - Gippsland,,,
1901916,Broadacre crops - Non-cereal crops - Other pulses,403561763.7,,382671478.1,,Broadacre crops,Other pulses,215,North West,,,
