Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",122330466.3,^,122265835.1,^,1,New South Wales
1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",33413938.92,^,33383691.16,^,2,Victoria
1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",41469526.12,^,41409257.56,^,3,Queensland
1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",11366992.3,^,11360437.82,^,4,South Australia
1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",,,,,5,Western Australia
1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",,,,,6,Tasmania
1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",1016007.13,,1015302.73,,7,Northern Territory
