"75030DO004_201718 Value of Agricultural Commodities Produced, Australia–2017-18",,,,,,,
Released at 11:30 am (Canberra time) 30 April 2019,,,,,,,
"Value of Agricultural Commodities Produced–Australia, States and Territories and NRM regions–2017-18",,,,,,,
,,,,,,,
Region code,Region label,Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors
202,East Gippsland,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,196539.86,*,186630.35,*
202,East Gippsland,1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,58390.5,**,56814.92,**
202,East Gippsland,3307859,Hay - Total,3587096.3,^,3587096.3,^
202,East Gippsland,1005158,Hay - Lucerne cut for hay,1895451.93,^,1895451.93,^
202,East Gippsland,3308558,Hay - Other pasture cut for hay,1665552.77,*,1665552.77,*
202,East Gippsland,3308058,Hay - Cereal cut for hay,24544.01,*,24544.01,*
202,East Gippsland,3308158,Hay - Other crops cut for hay,1547.6,**,1547.6,**
202,East Gippsland,1919559,"Nurseries, cut flowers or cultivated turf - Total",np,,np,
202,East Gippsland,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",np,,np,
202,East Gippsland,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",1861628.14,^,1675465.32,^
202,East Gippsland,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",np,,np,
202,East Gippsland,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",1526230.62,^,1373607.56,^
202,East Gippsland,1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",90639.85,*,81575.87,*
202,East Gippsland,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",1435590.77,^,1292031.69,^
202,East Gippsland,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",4243954.56,,4240118.47,
202,East Gippsland,4309359,Fruit and nuts (excluding grapes) - Total,2449520.68,*,2148049.28,*
202,East Gippsland,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,1825345.13,*,1601632.14,*
202,East Gippsland,4202258,Fruit and nuts - Pome fruit - Apples,522849.7,*,449832.23,*
202,East Gippsland,4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),185.6,*,163.62,*
202,East Gippsland,4203958,Fruit and nuts - Stone fruit - Apricots,450.59,*,426.88,*
202,East Gippsland,4204358,Fruit and nuts - Stone fruit - Cherries,6748.73,*,6091.93,*
202,East Gippsland,4205558,Fruit and nuts - Stone fruit - Nectarines,2430.28,*,2086.72,*
202,East Gippsland,4206258,Fruit and nuts - Stone fruit - Peaches,1642.19,*,1450.43,*
202,East Gippsland,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,13464.96,*,11978.76,*
202,East Gippsland,4205758,Fruit and nuts - Orchard fruit - Olives,59042.22,*,57619.87,*
202,East Gippsland,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,17361.27,*,16766.7,*
202,East Gippsland,5110058,Fruit and nuts - Grapes - Total,110216.14,*,110216.14,*
202,East Gippsland,5109958,Fruit and nuts - Grapes - Wine production,110216.14,*,110216.14,*
202,East Gippsland,3630059,Vegetables for human consumption - Total,92624378.93,,74825317.88,
202,East Gippsland,3601358,Vegetables for human consumption - Beans (including french and runner),16611398.47,,14586318.24,
202,East Gippsland,3601758,Vegetables for human consumption - Broccoli,7404627.25,,6270856.08,
202,East Gippsland,3601958,Vegetables for human consumption - Cabbages,3790966.23,,2863595.35,
202,East Gippsland,3602458,Vegetables for human consumption - Carrots,1037025.11,,750312.39,
202,East Gippsland,3602758,Vegetables for human consumption - Cauliflowers,2888014.85,,2261078.48,
202,East Gippsland,3610658,Vegetables for human consumption - Lettuces - Total,22399135.3,,18445411.84,
202,East Gippsland,3611558,Vegetables for human consumption - Onions,402205.91,,356643.9,
202,East Gippsland,3606758,Vegetables for human consumption - Green peas - Fresh market,1486082.85,,1301661.67,
202,East Gippsland,3607158,Vegetables for human consumption - Pumpkins,358646.17,,286914.95,
202,East Gippsland,3611758,Vegetables for human consumption - Sweet corn,15427881.55,,10006889.02,
202,East Gippsland,3630016,Vegetables for human consumption - All other vegetables n.e.c.,20818395.24,,17695635.96,
202,East Gippsland,9017959,Livestock products - Total,49256543.98,^,48828700.52,^
202,East Gippsland,9200159,Livestock Products - Wool,18161277.05,*,17733433.59,*
202,East Gippsland,9200258,Livestock products - Milk,31095266.94,^,31095266.94,^
202,East Gippsland,9015959,Livestock slaughtered and other disposals - Total,85025424.38,^,77504472.37,^
202,East Gippsland,9100258,Livestock slaughtered and other disposals - Sheep and lambs,24309941.31,*,22045840.92,*
202,East Gippsland,9100158,Livestock slaughtered and other disposals - Cattle and calves,59744022.99,,54541990.79,
202,East Gippsland,9100358,Livestock slaughtered and other disposals - Pigs,133242.27,*,127571.54,*
202,East Gippsland,9100658,Livestock slaughtered and other disposals - Poultry,25250.34,*,24899.32,*
202,East Gippsland,9100916,Livestock slaughtered and other disposals - Other n.e.c.,812967.46,^,764169.8,^
203,Glenelg Hopkins,9019959,Total agriculture,2245166245,,2123421242,
203,Glenelg Hopkins,9013959,Total value of crops,212581110.8,,200748224.5,
203,Glenelg Hopkins,1910758,Broadacre crops - Total,147553712.9,,136580022.3,
203,Glenelg Hopkins,1500158,Broadacre crops - Cereal crops - Wheat for grain,52225491.09,^,47133675.63,^
203,Glenelg Hopkins,1500858,Broadacre crops - Cereal crops - Oats for grain,6831426.3,*,6093733.29,*
203,Glenelg Hopkins,1501758,Broadacre crops - Cereal crops - Barley for grain,8552753.58,^,7622255.32,^
203,Glenelg Hopkins,1505358,Broadacre crops - Cereal crops - Maize for grain,1949767.34,*,1812948.39,*
203,Glenelg Hopkins,1901916,Broadacre crops - Non-cereal crops - Other pulses,7841442.48,*,7312257.43,*
203,Glenelg Hopkins,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,69902383.27,^,66377915.55,^
203,Glenelg Hopkins,1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,25100.76,,24423.46,
203,Glenelg Hopkins,1510458,Broadacre crops - All other crops n.e.c.,225348.11,*,202813.26,*
203,Glenelg Hopkins,3307859,Hay - Total,55188634.07,,55188634.07,
203,Glenelg Hopkins,1005158,Hay - Lucerne cut for hay,3366557.68,*,3366557.68,*
203,Glenelg Hopkins,3308558,Hay - Other pasture cut for hay,41245711.14,^,41245711.14,^
203,Glenelg Hopkins,3308058,Hay - Cereal cut for hay,10416156.73,^,10416156.73,^
203,Glenelg Hopkins,3308158,Hay - Other crops cut for hay,160208.53,**,160208.53,**
203,Glenelg Hopkins,1919559,"Nurseries, cut flowers or cultivated turf - Total",362707.96,**,350363.7,**
203,Glenelg Hopkins,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",121260.2,**,109134.18,**
203,Glenelg Hopkins,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",121260.2,**,109134.18,**
203,Glenelg Hopkins,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",241447.76,**,241229.52,**
203,Glenelg Hopkins,4309359,Fruit and nuts (excluding grapes) - Total,828630.87,**,712477.13,**
203,Glenelg Hopkins,4302258,Fruit and nuts - Other fruit - Strawberries,828630.87,**,712477.13,**
203,Glenelg Hopkins,5110058,Fruit and nuts - Grapes - Total,1377233.9,*,1377233.9,*
203,Glenelg Hopkins,5109958,Fruit and nuts - Grapes - Wine production,1377233.9,*,1377233.9,*
203,Glenelg Hopkins,3630059,Vegetables for human consumption - Total,7270191,^,6539493.42,^
203,Glenelg Hopkins,3601358,Vegetables for human consumption - Beans (including french and runner),1079932.04,,948278.52,
203,Glenelg Hopkins,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,4525095.97,*,4175826.35,*
203,Glenelg Hopkins,3630016,Vegetables for human consumption - All other vegetables n.e.c.,1665163,**,1415388.55,**
203,Glenelg Hopkins,9017959,Livestock products - Total,908103230.3,,897550572.8,
203,Glenelg Hopkins,9200159,Livestock Products - Wool,446708246.9,,436184691.6,
203,Glenelg Hopkins,9200258,Livestock products - Milk,461184935.2,^,461184935.2,^
203,Glenelg Hopkins,9200348,Livestock products - Eggs,210048.19,*,180945.99,*
203,Glenelg Hopkins,9015959,Livestock slaughtered and other disposals - Total,1124481904,,1025122445,
203,Glenelg Hopkins,9100258,Livestock slaughtered and other disposals - Sheep and lambs,626023964.6,,567719906.7,
203,Glenelg Hopkins,9100158,Livestock slaughtered and other disposals - Cattle and calves,456481067,,416869952,
203,Glenelg Hopkins,9100358,Livestock slaughtered and other disposals - Pigs,8267074.23,,7915231.24,
203,Glenelg Hopkins,9100658,Livestock slaughtered and other disposals - Poultry,20184426.41,,19903831.98,
203,Glenelg Hopkins,9100916,Livestock slaughtered and other disposals - Other n.e.c.,13525371.43,**,12713522.94,**
204,Goulburn Broken,9019959,Total agriculture,2366939391,,2206274531,
204,Goulburn Broken,9013959,Total value of crops,942559333.4,,843526848.4,
204,Goulburn Broken,1910758,Broadacre crops - Total,209519615.3,^,192828837.7,^
204,Goulburn Broken,1500158,Broadacre crops - Cereal crops - Wheat for grain,106467111.7,^,96086914.71,^
204,Goulburn Broken,1500858,Broadacre crops - Cereal crops - Oats for grain,1127969.05,^,1006165.08,^
204,Goulburn Broken,1501758,Broadacre crops - Cereal crops - Barley for grain,11479694.72,*,10230759.41,*
204,Goulburn Broken,1505358,Broadacre crops - Cereal crops - Maize for grain,5696379.35,^,5296653.37,^
204,Goulburn Broken,1508858,Broadacre crops - Cereal crops - Triticale for grain,141106.11,**,125589.1,**
204,Goulburn Broken,1901916,Broadacre crops - Non-cereal crops - Other pulses,3984141.48,**,3715269,**
204,Goulburn Broken,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,76776617.4,^,72905551.81,^
204,Goulburn Broken,1510458,Broadacre crops - All other crops n.e.c.,3846595.49,*,3461935.25,*
204,Goulburn Broken,3307859,Hay - Total,80672495.1,^,80672495.1,^
204,Goulburn Broken,1005158,Hay - Lucerne cut for hay,22093319.66,*,22093319.66,*
204,Goulburn Broken,3308558,Hay - Other pasture cut for hay,26853468.67,^,26853468.67,^
204,Goulburn Broken,3308058,Hay - Cereal cut for hay,29239342.86,^,29239342.86,^
204,Goulburn Broken,3308158,Hay - Other crops cut for hay,2486363.91,*,2486363.91,*
204,Goulburn Broken,1919559,"Nurseries, cut flowers or cultivated turf - Total",52093424.15,^,47664753.15,^
204,Goulburn Broken,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",40191213.28,^,36172091.96,^
204,Goulburn Broken,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",7569793.31,^,6812813.98,^
204,Goulburn Broken,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",32621419.97,^,29359277.97,^
204,Goulburn Broken,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",4024288.59,^,3621859.73,^
204,Goulburn Broken,1919358,"Nurseries, cut flowers or cultivated turf - Cut flowers - Undercover",3261509.29,*,2935358.36,*
204,Goulburn Broken,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",762779.29,^,686501.36,^
204,Goulburn Broken,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",7877922.28,^,7870801.47,^
204,Goulburn Broken,4309359,Fruit and nuts (excluding grapes) - Total,394362377.7,,347042862.8,
204,Goulburn Broken,4200758,Fruit and nuts - Citrus fruit - Oranges,495598.54,**,410498.46,**
204,Goulburn Broken,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,3825561.69,^,3356703.6,^
204,Goulburn Broken,4202258,Fruit and nuts - Pome fruit - Apples,160906617.8,,138435542,
204,Goulburn Broken,4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),69016090.94,^,60842334.1,^
204,Goulburn Broken,4203458,Fruit and nuts - Pome fruit - All other pome fruit n.e.c.,13608.59,*,12175.09,*
204,Goulburn Broken,4203958,Fruit and nuts - Stone fruit - Apricots,4286196.02,^,4060619.15,^
204,Goulburn Broken,4204358,Fruit and nuts - Stone fruit - Cherries,53202618.13,,48024868.1,
204,Goulburn Broken,4205558,Fruit and nuts - Stone fruit - Nectarines,19106111.97,^,16405175.73,^
204,Goulburn Broken,4206258,Fruit and nuts - Stone fruit - Peaches,35458688.91,^,31318094.66,^
204,Goulburn Broken,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,24367824.44,^,21678218.42,^
204,Goulburn Broken,4205758,Fruit and nuts - Orchard fruit - Olives,1250854.65,**,1220721.11,**
204,Goulburn Broken,4207858,Fruit and nuts - Orchard fruit - All other orchard fruit n.e.c.,507992.56,*,443025.67,*
204,Goulburn Broken,4302258,Fruit and nuts - Other fruit - Strawberries,2203176.83,*,1894345.41,*
204,Goulburn Broken,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,15617439.37,*,15082586.76,*
204,Goulburn Broken,4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,4103997.24,^,3857954.51,^
204,Goulburn Broken,5110058,Fruit and nuts - Grapes - Total,9188232.91,^,9188232.91,^
204,Goulburn Broken,5109958,Fruit and nuts - Grapes - Wine production,9188232.91,^,9188232.91,^
204,Goulburn Broken,3630059,Vegetables for human consumption - Total,196723188.2,^,166129666.8,^
204,Goulburn Broken,3601758,Vegetables for human consumption - Broccoli,1732765.04,^,1467449.99,^
204,Goulburn Broken,3601858,Vegetables for human consumption - Brussels sprouts,19514.23,,17765.36,
204,Goulburn Broken,3601958,Vegetables for human consumption - Cabbages,295727.35,,223384.6,
204,Goulburn Broken,3602458,Vegetables for human consumption - Carrots,1174.28,**,849.62,**
204,Goulburn Broken,3602758,Vegetables for human consumption - Cauliflowers,132437.47,**,103687.67,**
204,Goulburn Broken,3610658,Vegetables for human consumption - Lettuces - Total,250.44,*,206.24,*
204,Goulburn Broken,3614058,Vegetables for human consumption - Melons,51106.46,**,43314.51,**
204,Goulburn Broken,3605858,Vegetables for human consumption - Mushrooms,5011896.11,*,4308176.02,*
204,Goulburn Broken,3611558,Vegetables for human consumption - Onions,502757.38,,445804.88,
204,Goulburn Broken,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,125092.41,**,115437.15,**
204,Goulburn Broken,3607158,Vegetables for human consumption - Pumpkins,328181.39,,262543.3,
204,Goulburn Broken,3611758,Vegetables for human consumption - Sweet corn,14746415.87,,9564874.25,
204,Goulburn Broken,3608458,Vegetables for human consumption - Tomatoes - Processing,10506640.26,,10506640.26,
204,Goulburn Broken,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),145937346.5,^,124337432.4,^
204,Goulburn Broken,3630016,Vegetables for human consumption - All other vegetables n.e.c.,17331882.99,^,14732100.54,^
204,Goulburn Broken,9017959,Livestock products - Total,804252879.8,^,792594686.8,^
204,Goulburn Broken,9200159,Livestock Products - Wool,163277986.4,,159431482.7,
204,Goulburn Broken,9200258,Livestock products - Milk,584593200.2,^,584593200.2,^
204,Goulburn Broken,9200348,Livestock products - Eggs,56381693.23,,48570003.91,
204,Goulburn Broken,9015959,Livestock slaughtered and other disposals - Total,620127177.6,,570152995.3,
204,Goulburn Broken,9100258,Livestock slaughtered and other disposals - Sheep and lambs,183498544.2,,166407791.1,
204,Goulburn Broken,9100158,Livestock slaughtered and other disposals - Cattle and calves,351185864.2,^,320784090.8,^
204,Goulburn Broken,9100358,Livestock slaughtered and other disposals - Pigs,27948547.95,^,26759070.23,^
204,Goulburn Broken,9100658,Livestock slaughtered and other disposals - Poultry,46807042.81,^,46156353.25,^
204,Goulburn Broken,9100916,Livestock slaughtered and other disposals - Other n.e.c.,10687178.46,^,10045690,^
205,Mallee,9019959,Total agriculture,1803457300,,1685547416,
205,Mallee,9013959,Total value of crops,1672746320,,1562867972,
205,Mallee,1910758,Broadacre crops - Total,np,,np,
205,Mallee,1500158,Broadacre crops - Cereal crops - Wheat for grain,303467443.1,,273880354.8,
205,Mallee,1500858,Broadacre crops - Cereal crops - Oats for grain,3384041.32,*,3018614.91,*
205,Mallee,1501758,Broadacre crops - Cereal crops - Barley for grain,175071865.5,^,156024892.5,^
205,Mallee,1504158,Broadacre crops - Cereal crops - Sorghum for grain,np,,np,
205,Mallee,1505358,Broadacre crops - Cereal crops - Maize for grain,466127.42,,433418.36,
205,Mallee,1508858,Broadacre crops - Cereal crops - Triticale for grain,314162.4,*,279614.9,*
205,Mallee,1510316,Broadacre crops - Cereal crops - All other cereals for grain or seed,184897.82,*,167044.13,*
205,Mallee,1901916,Broadacre crops - Non-cereal crops - Other pulses,83865020.43,^,78205332.73,^
205,Mallee,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,51120178.82,^,48542707.04,^
205,Mallee,1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,508107.27,,494396.83,
205,Mallee,1510458,Broadacre crops - All other crops n.e.c.,2984032.79,*,2685628.98,*
205,Mallee,3307859,Hay - Total,41466084.91,*,41466084.91,*
205,Mallee,1005158,Hay - Lucerne cut for hay,62447.9,**,62447.9,**
205,Mallee,3308558,Hay - Other pasture cut for hay,924187.78,**,924187.78,**
205,Mallee,3308058,Hay - Cereal cut for hay,27313791.5,*,27313791.5,*
205,Mallee,3308158,Hay - Other crops cut for hay,13165657.72,*,13165657.72,*
205,Mallee,1919559,"Nurseries, cut flowers or cultivated turf - Total",np,,np,
205,Mallee,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",np,,np,
205,Mallee,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",5934299.87,^,5340869.88,^
205,Mallee,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",np,,np,
205,Mallee,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",221526.43,**,199373.79,**
205,Mallee,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",221526.43,**,199373.79,**
205,Mallee,4309359,Fruit and nuts (excluding grapes) - Total,490917351.3,,464427821.4,
205,Mallee,4201458,Fruit and nuts - Citrus fruit - Mandarins,27285438.67,^,22932064.39,^
205,Mallee,4200758,Fruit and nuts - Citrus fruit - Oranges,87778796.42,^,72706148.8,^
205,Mallee,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,7411134.78,,6502831.42,
205,Mallee,4203958,Fruit and nuts - Stone fruit - Apricots,89569.82,*,84855.88,*
205,Mallee,4205558,Fruit and nuts - Stone fruit - Nectarines,10321269.78,^,8862203.09,^
205,Mallee,4206258,Fruit and nuts - Stone fruit - Peaches,1572398.79,*,1388786.09,*
205,Mallee,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,88324.67,*,78575.8,*
205,Mallee,4204158,Fruit and nuts - Orchard fruit - Avocados,6357010.78,^,6299623.39,^
205,Mallee,4205358,Fruit and nuts - Orchard fruit - Mangoes,7440.6,**,6372.46,**
205,Mallee,4205758,Fruit and nuts - Orchard fruit - Olives,18325655.75,,17884184.14,
205,Mallee,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,2714314.5,**,2621357,**
205,Mallee,4208158,Fruit and nuts - Nuts - Almonds,322330298.5,,318822943.9,
205,Mallee,4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,6635698.21,*,6237875.02,*
205,Mallee,5110058,Fruit and nuts - Grapes - Total,371768352.5,^,362666924.5,^
205,Mallee,5109958,Fruit and nuts - Grapes - Wine production,59131943.07,^,59131943.07,^
205,Mallee,4800558,Fruit and nuts - Grapes - All other uses,312636409.4,^,303534981.4,^
205,Mallee,3630059,Vegetables for human consumption - Total,58596753.4,^,50796067.6,^
205,Mallee,3601358,Vegetables for human consumption - Beans (including french and runner),2912321.88,,2557283.41,
205,Mallee,3601758,Vegetables for human consumption - Broccoli,455095.2,,385412.58,
205,Mallee,3601858,Vegetables for human consumption - Brussels sprouts,1949.2,**,1774.51,**
205,Mallee,3613658,Vegetables for human consumption - Capsicum (excluding chillies),2802476.32,**,2440247.97,**
205,Mallee,3602458,Vegetables for human consumption - Carrots,204783.84,**,148165.99,**
205,Mallee,3602758,Vegetables for human consumption - Cauliflowers,24220.32,**,18962.52,**
205,Mallee,3610658,Vegetables for human consumption - Lettuces - Total,3546185.53,,2920240.07,
205,Mallee,3614058,Vegetables for human consumption - Melons,4464835.2,**,3784104.38,**
205,Mallee,3605858,Vegetables for human consumption - Mushrooms,12105694.56,**,10405934.56,**
205,Mallee,3611558,Vegetables for human consumption - Onions,6244.85,**,5537.43,**
205,Mallee,3606758,Vegetables for human consumption - Green peas - Fresh market,1380383.25,**,1209079.27,**
205,Mallee,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,11626002.51,,10728649.29,
205,Mallee,3607158,Vegetables for human consumption - Pumpkins,308261.15,^,246607.21,^
205,Mallee,3611758,Vegetables for human consumption - Sweet corn,2860.24,**,1855.22,**
205,Mallee,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),45042.87,**,38376.16,**
205,Mallee,3630016,Vegetables for human consumption - All other vegetables n.e.c.,18710396.49,^,15903837.02,^
205,Mallee,9017959,Livestock products - Total,55143574.92,^,53844502.28,^
205,Mallee,9200159,Livestock Products - Wool,55143574.92,^,53844502.28,^
205,Mallee,9015959,Livestock slaughtered and other disposals - Total,75567405.53,,68834941.98,
205,Mallee,9100258,Livestock slaughtered and other disposals - Sheep and lambs,63007206.91,^,57138842.35,^
205,Mallee,9100158,Livestock slaughtered and other disposals - Cattle and calves,7178980.99,^,6554633.08,^
205,Mallee,9100358,Livestock slaughtered and other disposals - Pigs,1612782.46,**,1544143.16,**
205,Mallee,9100658,Livestock slaughtered and other disposals - Poultry,1194321.99,,1177719.09,
205,Mallee,9100916,Livestock slaughtered and other disposals - Other n.e.c.,2574113.17,**,2419604.3,**
206,North Central,9019959,Total agriculture,2065491727,,1937690189,
206,North Central,9013959,Total value of crops,848312536.1,,780044508.2,
206,North Central,1910758,Broadacre crops - Total,np,,np,
206,North Central,1500158,Broadacre crops - Cereal crops - Wheat for grain,192117987.9,,173387109.1,
206,North Central,1500858,Broadacre crops - Cereal crops - Oats for grain,17066595.28,^,15223655.39,^
206,North Central,1501758,Broadacre crops - Cereal crops - Barley for grain,125060174.5,,111454231.8,
206,North Central,1504158,Broadacre crops - Cereal crops - Sorghum for grain,np,,np,
206,North Central,1505358,Broadacre crops - Cereal crops - Maize for grain,3842765.2,^,3573110.91,^
206,North Central,1508858,Broadacre crops - Cereal crops - Triticale for grain,491150.7,*,437140.32,*
206,North Central,1510316,Broadacre crops - Cereal crops - All other cereals for grain or seed,152294.44,**,137588.93,**
206,North Central,1901916,Broadacre crops - Non-cereal crops - Other pulses,38475741.41,^,35879179.95,^
206,North Central,1900958,Broadacre crops - Non-cereal crops - Oilseeds - Canola,127284769.3,,120867090.2,
206,North Central,1901716,Broadacre crops - Non-cereal crops - Oilseeds - Other oilseeds,553853.28,*,538908.45,*
206,North Central,1510458,Broadacre crops - All other crops n.e.c.,7907048.51,**,7116342.25,**
206,North Central,3307859,Hay - Total,87386560.88,^,87386560.88,^
206,North Central,1005158,Hay - Lucerne cut for hay,14605622.22,*,14605622.22,*
206,North Central,3308558,Hay - Other pasture cut for hay,15002928.94,^,15002928.94,^
206,North Central,3308058,Hay - Cereal cut for hay,44922941.82,^,44922941.82,^
206,North Central,3308158,Hay - Other crops cut for hay,12855067.9,^,12855067.9,^
206,North Central,1919559,"Nurseries, cut flowers or cultivated turf - Total",np,,np,
206,North Central,1919259,"Nurseries, cut flowers or cultivated turf - Nurseries",np,,np,
206,North Central,1919158,"Nurseries, cut flowers or cultivated turf - Nurseries - Undercover",3058335.9,^,2752502.31,^
206,North Central,1919258,"Nurseries, cut flowers or cultivated turf - Nurseries - Outdoor",np,,np,
206,North Central,1919459,"Nurseries, cut flowers or cultivated turf - Cut flowers",88989.59,*,80090.63,*
206,North Central,1919458,"Nurseries, cut flowers or cultivated turf - Cut flowers - Outdoor",88989.59,*,80090.63,*
206,North Central,1908558,"Nurseries, cut flowers or cultivated turf - Cultivated turf",7527527.17,*,7520723.07,*
206,North Central,4309359,Fruit and nuts (excluding grapes) - Total,101177633.3,,89023605.29,
206,North Central,4201458,Fruit and nuts - Citrus fruit - Mandarins,305325.03,^,256610.62,^
206,North Central,4200758,Fruit and nuts - Citrus fruit - Oranges,83627.41,*,69267.6,*
206,North Central,4201658,Fruit and nuts - Citrus fruit - All other citrus fruit n.e.c.,367402.04,*,322373.51,*
206,North Central,4202258,Fruit and nuts - Pome fruit - Apples,14765635.69,^,12703571.84,^
206,North Central,4202658,Fruit and nuts - Pome fruit - Pears (including Nashi),138042.21,^,121693.51,^
206,North Central,4203958,Fruit and nuts - Stone fruit - Apricots,1040757.38,^,985983.68,^
206,North Central,4204358,Fruit and nuts - Stone fruit - Cherries,56213.52,*,50742.74,*
206,North Central,4205558,Fruit and nuts - Stone fruit - Nectarines,56616283.38,,48612720.34,
206,North Central,4206258,Fruit and nuts - Stone fruit - Peaches,8711130.22,,7693911.11,
206,North Central,4207358,Fruit and nuts - Stone fruit - All other stone fruit n.e.c.,3892699.59,^,3463041.69,^
206,North Central,4204158,Fruit and nuts - Orchard fruit - Avocados,182569.96,*,180921.82,*
206,North Central,4205758,Fruit and nuts - Orchard fruit - Olives,13702642.81,,13372541.24,
206,North Central,4302258,Fruit and nuts - Other fruit - Strawberries,667209.7,*,573683.24,*
206,North Central,4307058,Fruit and nuts - Other fruit - All other fruit n.e.c.,284089.56,^,274360.31,^
206,North Central,4209758,Fruit and nuts - Nuts - All other nuts n.e.c.,364004.83,*,342182.02,*
206,North Central,5110058,Fruit and nuts - Grapes - Total,12896344.25,^,12848052.06,^
206,North Central,5109958,Fruit and nuts - Grapes - Wine production,11237495.02,*,11237495.02,*
206,North Central,4800558,Fruit and nuts - Grapes - All other uses,1658849.23,^,1610557.04,^
206,North Central,3630059,Vegetables for human consumption - Total,63078312.16,^,57686783.87,^
206,North Central,3601358,Vegetables for human consumption - Beans (including french and runner),7655.04,*,6721.82,*
206,North Central,3601758,Vegetables for human consumption - Broccoli,108564.89,*,91941.81,*
206,North Central,3601958,Vegetables for human consumption - Cabbages,463017.51,**,349751.15,**
206,North Central,3602458,Vegetables for human consumption - Carrots,1340463.05,**,969856.97,**
206,North Central,3602758,Vegetables for human consumption - Cauliflowers,11215.61,*,8780.9,*
206,North Central,3611558,Vegetables for human consumption - Onions,465999.78,**,413211.19,**
206,North Central,3505958,Vegetables for human consumption - Potatoes - Fresh market and processing,40160016.82,^,37060265.19,^
206,North Central,3607158,Vegetables for human consumption - Pumpkins,793016.08,*,634408.47,*
206,North Central,3608458,Vegetables for human consumption - Tomatoes - Processing,9210448.8,*,9210448.8,*
206,North Central,3612558,Vegetables for human consumption - Tomatoes - Fresh market (outdoor and undercover),587476.33,*,500525.06,*
206,North Central,3630016,Vegetables for human consumption - All other vegetables n.e.c.,9930438.25,^,8440872.51,^
206,North Central,9017959,Livestock products - Total,529355257.6,,520452796.7,
206,North Central,9200159,Livestock Products - Wool,262244872.7,,256066906.6,
206,North Central,9200258,Livestock products - Milk,247446055.7,^,247446055.7,^
206,North Central,9200348,Livestock products - Eggs,19664329.23,,16939834.42,
206,North Central,9015959,Livestock slaughtered and other disposals - Total,687823932.8,,637192884.5,
206,North Central,9100258,Livestock slaughtered and other disposals - Sheep and lambs,312598600.9,,283484082.2,
206,North Central,9100158,Livestock slaughtered and other disposals - Cattle and calves,160242037.4,,146384915.5,
206,North Central,9100358,Livestock slaughtered and other disposals - Pigs,116709805.8,,111742688.6,
206,North Central,9100658,Livestock slaughtered and other disposals - Poultry,69521014.35,,68554565.82,
