Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors,NRMR_Code,NRMR name
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"9,843",,19,,101,Central Tablelands
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"315,575",,27,,102,Central West
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,,0,103,Greater Sydney
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"1,600,380",,16,,104,Hunter
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"415,918",,104,,105,Murray
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"1,066,499",,85,,106,North Coast
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"6,922,678",,34,,108,North West NSW
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"255,286",,,0,111,South East NSW
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"50,883,767",,32,,201,Corangamite
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"3,882",,,0,202,East Gippsland
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,28,,203,Glenelg Hopkins
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"70,855",,88,,204,Goulburn Broken
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"284,940",,51,,205,Mallee
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,73,,206,North Central
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"5,210,830",,38,,207,North East
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"1,022,159",,37,,208,Port Phillip and Western Port
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"49,679",,42,,209,West Gippsland
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,,0,210,Wimmera
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"18,053,619",0,68,,301,Burnett Mary
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"44,095",,13,,303,Condamine
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,,0,306,Fitzroy Basin
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"70,248,007",,128,,307,North Queensland Dry Tropics
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"23,384",,,0,308,Northern Gulf
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,13,,309,Queensland Murray Darling Basin
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"125,314,876",,416,0,310,Reef Catchments
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"177,478",,22,,311,South East Queensland
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"3,956,542",,46,,314,Terrain NRM
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,33,,401,Adelaide and Mount Lofty Ranges
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,,0,403,Eyre Peninsula
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,,0,404,Kangaroo Island
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,,0,405,Northern and Yorke
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"6,846,655",0,17,,407,South Australian Murray Darling Basin
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,30,,408,South East
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,21,,501,Northern Agricultural
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,,0,502,Peel-Harvey
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,,0,503,Perth
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,,0,504,Rangelands
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),np,0,11,,505,South Coast
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"54,382",,66,,506,South West
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"2,078,899",,13,,601,Cradle Coast
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"1,701,361",,19,,602,North
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"10,635",,15,,603,South
LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"41,139",,20,0,701,Northern Territory
