Commodity code,Commodity description,Gross value ($),Gross value - Relative Standard Errors,Local value ($),Local value - Relative Standard Errors,State_Code,State
3606758,Vegetables for human consumption - Green peas - Fresh market,238966.21,*,205874.73,*,1,New South Wales
3606758,Vegetables for human consumption - Green peas - Fresh market,6829323.01,^,5981811.84,^,2,Victoria
3606758,Vegetables for human consumption - Green peas - Fresh market,6785856.3,*,5920710.17,*,3,Queensland
3606758,Vegetables for human consumption - Green peas - Fresh market,6986.97,*,6193.24,*,4,South Australia
3606758,Vegetables for human consumption - Green peas - Fresh market,18162.21,*,15931.03,*,5,Western Australia
